Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/20/2020,04/04/2020,04/04/2020,By week,Tennessee,Week-ending,52,1544,1.05,132,21,,172,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Tennessee,Week-ending,52,1470,1.01,137,30,,162,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Tennessee,Week-ending,39,1493,1.06,110,16,0,133,
05/20/2020,04/25/2020,04/25/2020,By week,Tennessee,Week-ending,27,1388,0.95,97,,0,117,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Tennessee,Week-ending,24,1334,0.96,89,,,105,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Tennessee,Week-ending,22,1063,0.77,58,,0,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Tennessee,Week-ending,,444,0.32,27,,0,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Texas,Week-ending,0,4158,0.97,276,0,30,306,
05/20/2020,02/08/2020,02/08/2020,By week,Texas,Week-ending,0,4311,1.01,281,0,37,318,
05/20/2020,02/15/2020,02/15/2020,By week,Texas,Week-ending,0,4323,1.02,299,0,45,344,
05/20/2020,02/22/2020,02/22/2020,By week,Texas,Week-ending,0,4190,1.01,279,0,35,314,
05/20/2020,02/29/2020,02/29/2020,By week,Texas,Week-ending,0,4122,1.01,299,0,39,338,
05/20/2020,03/07/2020,03/07/2020,By week,Texas,Week-ending,0,4146,0.99,275,0,38,313,
05/20/2020,03/14/2020,03/14/2020,By week,Texas,Week-ending,0,4119,1.02,300,0,34,334,
05/20/2020,03/21/2020,03/21/2020,By week,Texas,Week-ending,10,4198,1.05,326,,23,354,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Texas,Week-ending,43,4196,1.08,340,14,17,384,
05/20/2020,04/04/2020,04/04/2020,By week,Texas,Week-ending,116,4102,1.08,357,45,,434,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Texas,Week-ending,186,4155,1.08,389,71,,508,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Texas,Week-ending,203,4089,1.07,385,103,,488,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Texas,Week-ending,180,4113,1.08,297,72,,412,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Texas,Week-ending,149,3676,0.97,307,68,,394,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Texas,Week-ending,60,2577,0.69,159,21,,199,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Texas,Week-ending,,871,0.23,52,,0,55,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Utah,Week-ending,0,359,0.97,18,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Utah,Week-ending,0,289,0.74,16,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Utah,Week-ending,0,412,1.12,14,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Utah,Week-ending,0,365,0.95,16,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Utah,Week-ending,0,393,1.01,31,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,Utah,Week-ending,0,402,1,30,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,Utah,Week-ending,0,404,1.09,22,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Utah,Week-ending,0,410,1.08,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Utah,Week-ending,,395,1.12,34,0,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Utah,Week-ending,11,405,1.13,32,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Utah,Week-ending,,376,0.99,16,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Utah,Week-ending,,386,1.01,20,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Utah,Week-ending,14,403,1.14,17,,0,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Utah,Week-ending,11,373,1.05,12,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Utah,Week-ending,13,332,0.92,16,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Utah,Week-ending,0,218,0.61,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Vermont,Week-ending,0,105,0.85,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Vermont,Week-ending,0,112,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Vermont,Week-ending,0,126,1.11,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Vermont,Week-ending,0,107,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Vermont,Week-ending,0,137,1.31,12,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,Vermont,Week-ending,0,134,0.91,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,Vermont,Week-ending,0,140,1.28,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Vermont,Week-ending,,134,1.14,10,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Vermont,Week-ending,,106,0.93,14,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Vermont,Week-ending,,146,1.24,13,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Vermont,Week-ending,,109,0.91,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Vermont,Week-ending,,128,1.13,11,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Vermont,Week-ending,11,120,1.06,,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Vermont,Week-ending,,114,1.04,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Vermont,Week-ending,,91,0.99,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Vermont,Week-ending,0,57,0.58,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Virginia,Week-ending,0,1420,1,73,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Virginia,Week-ending,0,1523,1.04,62,0,11,73,
05/20/2020,02/15/2020,02/15/2020,By week,Virginia,Week-ending,0,1376,0.99,58,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Virginia,Week-ending,0,1438,1.03,71,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Virginia,Week-ending,0,1382,0.98,63,0,17,80,
05/20/2020,03/07/2020,03/07/2020,By week,Virginia,Week-ending,0,1472,1.08,73,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,Virginia,Week-ending,,1418,1.04,64,0,18,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Virginia,Week-ending,,1439,1.03,71,,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Virginia,Week-ending,25,1504,1.11,99,,,128,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Virginia,Week-ending,48,1440,1.06,104,20,,138,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Virginia,Week-ending,90,1588,1.18,134,30,,197,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Virginia,Week-ending,170,1528,1.17,133,62,,243,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Virginia,Week-ending,158,1488,1.16,117,49,,227,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Virginia,Week-ending,214,1501,1.17,148,89,,275,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Virginia,Week-ending,145,1204,0.95,77,35,,189,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Virginia,Week-ending,21,378,0.3,17,,0,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Washington,Week-ending,0,1195,1.02,71,0,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Washington,Week-ending,0,1168,0.99,70,0,,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Washington,Week-ending,0,1175,0.97,85,0,11,96,
05/20/2020,02/22/2020,02/22/2020,By week,Washington,Week-ending,0,1108,0.95,66,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Washington,Week-ending,,1130,0.96,80,,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,Washington,Week-ending,20,1201,1.04,98,13,16,120,
05/20/2020,03/14/2020,03/14/2020,By week,Washington,Week-ending,26,1157,1,88,16,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Washington,Week-ending,60,1213,1.02,119,26,16,168,
05/20/2020,03/28/2020,03/28/2020,By week,Washington,Week-ending,115,1285,1.16,164,57,,229,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Washington,Week-ending,151,1287,1.12,158,81,,236,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Washington,Week-ending,137,1280,1.14,136,81,0,192,
05/20/2020,04/18/2020,04/18/2020,By week,Washington,Week-ending,107,1224,1.14,122,60,,173,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Washington,Week-ending,82,1172,1.14,92,40,,135,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Washington,Week-ending,50,952,0.87,68,26,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Washington,Week-ending,,733,0.68,23,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Washington,Week-ending,,446,0.41,20,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,West Virginia,Week-ending,0,469,1,31,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,West Virginia,Week-ending,0,476,1.03,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,West Virginia,Week-ending,0,471,1.01,35,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,West Virginia,Week-ending,0,460,1.06,25,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,West Virginia,Week-ending,0,450,1,42,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,West Virginia,Week-ending,0,480,1.06,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,West Virginia,Week-ending,0,464,1.01,35,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,West Virginia,Week-ending,0,464,0.98,37,0,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,West Virginia,Week-ending,,475,1,26,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,West Virginia,Week-ending,,418,0.91,40,0,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,West Virginia,Week-ending,,448,0.97,42,,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,West Virginia,Week-ending,,289,0.67,18,,0,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,West Virginia,Week-ending,,211,0.5,17,,0,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,West Virginia,Week-ending,13,84,0.19,,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,West Virginia,Week-ending,0,,0,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,West Virginia,Week-ending,0,0,0,0,0,0,0,
05/20/2020,02/01/2020,02/01/2020,By week,Wisconsin,Week-ending,0,1175,1.05,64,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Wisconsin,Week-ending,0,1050,0.94,53,0,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Wisconsin,Week-ending,0,1123,1.04,75,0,12,87,
05/20/2020,02/22/2020,02/22/2020,By week,Wisconsin,Week-ending,0,1156,1.12,57,0,14,71,
05/20/2020,02/29/2020,02/29/2020,By week,Wisconsin,Week-ending,0,1133,1.09,54,0,16,70,
05/20/2020,03/07/2020,03/07/2020,By week,Wisconsin,Week-ending,0,1112,1.05,62,0,15,77,
05/20/2020,03/14/2020,03/14/2020,By week,Wisconsin,Week-ending,0,1103,1.05,56,0,32,88,
05/20/2020,03/21/2020,03/21/2020,By week,Wisconsin,Week-ending,,1108,1.03,72,,19,95,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Wisconsin,Week-ending,18,1140,1.11,73,,13,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Wisconsin,Week-ending,75,1212,1.15,89,10,,161,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Wisconsin,Week-ending,74,1160,1.11,75,15,,142,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Wisconsin,Week-ending,71,1127,1.12,51,10,,113,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Wisconsin,Week-ending,47,1003,1,54,,0,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Wisconsin,Week-ending,63,1084,1.08,52,,0,109,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Wisconsin,Week-ending,38,865,0.84,42,12,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Wisconsin,Week-ending,,315,0.32,13,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Wyoming,Week-ending,0,94,1.06,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Wyoming,Week-ending,0,97,1.06,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Wyoming,Week-ending,0,75,0.8,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Wyoming,Week-ending,0,101,1.17,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Wyoming,Week-ending,0,100,1.11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,Wyoming,Week-ending,0,80,0.83,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,Wyoming,Week-ending,0,85,0.91,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Wyoming,Week-ending,0,117,1.26,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Wyoming,Week-ending,0,87,1.01,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Wyoming,Week-ending,0,123,1.4,10,0,0,10,
05/20/2020,04/11/2020,04/11/2020,By week,Wyoming,Week-ending,,101,1.22,,0,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Wyoming,Week-ending,,86,1,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Wyoming,Week-ending,,93,1.18,10,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Wyoming,Week-ending,0,59,0.68,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Wyoming,Week-ending,0,50,0.53,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Wyoming,Week-ending,0,18,0.21,0,0,0,0,
05/20/2020,02/01/2020,02/01/2020,By week,Puerto Rico,Week-ending,0,577,0.94,75,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Puerto Rico,Week-ending,0,588,0.97,90,0,,95,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Puerto Rico,Week-ending,0,587,0.98,80,0,,86,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Puerto Rico,Week-ending,0,559,0.97,80,0,,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Puerto Rico,Week-ending,0,502,0.82,67,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,Puerto Rico,Week-ending,0,442,0.75,70,0,,74,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,Puerto Rico,Week-ending,0,470,0.81,54,0,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Puerto Rico,Week-ending,,555,0.97,80,,,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Puerto Rico,Week-ending,11,518,0.96,76,,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Puerto Rico,Week-ending,19,449,0.82,69,10,0,78,
05/20/2020,04/11/2020,04/11/2020,By week,Puerto Rico,Week-ending,21,473,0.88,72,11,0,82,
05/20/2020,04/18/2020,04/18/2020,By week,Puerto Rico,Week-ending,18,437,0.83,55,,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Puerto Rico,Week-ending,17,347,0.64,50,,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Puerto Rico,Week-ending,13,203,0.38,27,,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Puerto Rico,Week-ending,,85,0.16,15,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Puerto Rico,Week-ending,0,25,0.04,0,0,0,0,
